Address,Blank,City,County Name,HCAHPS Answer Description,HCAHPS Answer Percent Footnote,HCAHPS Answer Percent,HCAHPS Measure ID,HCAHPS Question,Hospital Name,Latitude,Location,Longitude,Measure End Date,Measure Start Date,Number of Completed Surveys Footnote,Number of Completed Surveys,Number of Records,Patient Survey Star Rating Footnote,Patient Survey Star Rating,Phone Number,Provider ID,State,Survey Response Rate Percent Footnote,Survey Response Rate Percent,ZIP Code
17772 BEACH BLVD,  ,HUNTINGTON BEACH,ORANGE,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,HUNTINGTON BEACH HOSPITAL,33.703889,"17772 BEACH BLVDHUNTINGTON BEACH, CA",-117.989065,3/31/2017,4/1/2016,,280,1,,1,7.15E+09,50526,CA,,0.15,92647
2601 E CHAPMAN AVE,  ,ORANGE,ORANGE,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,CHAPMAN GLOBAL MEDICAL CENTER,33.787878,"2601 E CHAPMAN AVEORANGE, CA",-117.827058,3/31/2017,4/1/2016,,168,1,,1,7.15E+09,50745,CA,,0.18,92869
14662 NEWPORT AVE,  ,TUSTIN,ORANGE,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,FOOTHILL REGIONAL MEDICAL CENTER,33.730907,"14662 NEWPORT AVETUSTIN, CA",-117.829351,3/31/2017,4/1/2016,,194,1,,1,7.15E+09,50780,CA,,0.15,92780
1117 EAST DEVONSHIRE,  ,HEMET,RIVERSIDE,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,HEMET VALLEY MEDICAL CENTER,33.75122,"1117 EAST DEVONSHIREHEMET, CA",-116.959859,3/31/2017,4/1/2016,,466,1,,1,9.52E+09,50390,CA,,0.16,92543
26520 CACTUS AVENUE,  ,MORENO VALLEY,RIVERSIDE,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,33.910054,"26520 CACTUS AVENUEMORENO VALLEY, CA",-117.195824,3/31/2017,4/1/2016,,502,1,,1,9.51E+09,50292,CA,,0.09,92555
3865 JACKSON STREET,  ,RIVERSIDE,RIVERSIDE,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,33.925697,"3865 JACKSON STREETRIVERSIDE, CA",-117.440052,3/31/2017,4/1/2016,,1032,1,,1,9.52E+09,50102,CA,,0.17,92503
28400 MCCALL B0ULEVARD,  ,SUN CITY,RIVERSIDE,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,MENIFEE VALLEY MEDICAL CENTER,,"28400 MCCALL B0ULEVARDSUN CITY, CA",,3/31/2017,4/1/2016,,295,1,,1,9.52E+09,50684,CA,,0.18,92585
15248 11TH ST,  ,VICTORVILLE,SAN BERNARDINO,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,VICTOR VALLEY GLOBAL MEDICAL CENTER,34.52897,"15248 11TH STVICTORVILLE, CA",-117.292518,3/31/2017,4/1/2016,,707,1,,1,7.60E+09,50517,CA,,0.15,92392
350 S OAK AVE,  ,OAKDALE,STANISLAUS,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,OAK VALLEY HOSPITAL DISTRICT,37.758098,"350 S OAK AVEOAKDALE, CA",-120.860363,3/31/2017,4/1/2016,,167,1,,1,2098473011,50067,CA,,0.24,95361
869 NORTH CHERRY AVENUE,  ,TULARE,TULARE,Communication about medicines - star rating,,,H_COMP_5_STAR_RATING,Communication about medicines,TULARE REGIONAL MEDICAL CENTER,36.220254,"869 NORTH CHERRY AVENUETULARE, CA",-119.337669,3/31/2017,4/1/2016,,298,1,,1,5.60E+09,50359,CA,,0.13,93274
1700 MOUNT VERNON AVENUE,  ,BAKERSFIELD,KERN,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,KERN MEDICAL CENTER,35.380964,"1700 MOUNT VERNON AVENUEBAKERSFIELD, CA",-118.967546,3/31/2017,4/1/2016,,382,1,,1,6.61E+09,50315,CA,,0.11,93306
1145 W REDONDO BEACH BLVD,  ,GARDENA,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,MEMORIAL HOSPITAL OF GARDENA,33.892375,"1145 W REDONDO BEACH BLVDGARDENA, CA",-118.295106,3/31/2017,4/1/2016,,478,1,,1,3.11E+09,50468,CA,,0.17,90247
1812 VERDUGO BLVD,  ,GLENDALE,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,USC VERDUGO HILLS HOSPITAL,34.205614,"1812 VERDUGO BLVDGLENDALE, CA",-118.216048,3/31/2017,4/1/2016,,380,1,,1,8.19E+09,50124,CA,,0.25,91209
555 EAST HARDY STREET,  ,INGLEWOOD,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,CENTINELA HOSPITAL MEDICAL CENTER,33.949085,"555 EAST HARDY STREETINGLEWOOD, CA",-118.347866,3/31/2017,4/1/2016,,420,1,,1,3.11E+09,50739,CA,,0.19,90301
1600 W AVE J,  ,LANCASTER,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,ANTELOPE VALLEY HOSPITAL,34.689371,"1600 W AVE JLANCASTER, CA",-118.158476,3/31/2017,4/1/2016,,419,1,,1,6.62E+09,50056,CA,,0.16,93534
2776 PACIFIC AVENUE,  ,LONG BEACH,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,COLLEGE MEDICAL CENTER,33.807201,"2776 PACIFIC AVENUELONG BEACH, CA",-118.193721,3/31/2017,4/1/2016,,127,1,,1,5.63E+09,50776,CA,,0.1,90806
1720 TERMINO AVENUE,  ,LONG BEACH,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,COMMUNITY HOSPITAL OF LONG BEACH,33.788231,"1720 TERMINO AVENUELONG BEACH, CA",-118.145886,3/31/2017,4/1/2016,,278,1,,1,5.62E+09,50727,CA,,0.18,90804
4081 E OLYMPIC BLVD,  ,LOS ANGELES,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,LOS ANGELES COMMUNITY HOSPITAL,34.018874,"4081 E OLYMPIC BLVDLOS ANGELES, CA",-118.186461,3/31/2017,4/1/2016,,720,1,,1,3.23E+09,50663,CA,,0.13,90023
1300 N VERMONT AVE,  ,LOS ANGELES,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,34.096116,"1300 N VERMONT AVELOS ANGELES, CA",-118.291753,3/31/2017,4/1/2016,,995,1,,1,2134133000,50063,CA,,0.11,90027
3630 EAST IMPERIAL HIGHWAY,  ,LYNWOOD,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,SAINT FRANCIS MEDICAL CENTER,33.931016,"3630 EAST IMPERIAL HIGHWAYLYNWOOD, CA",-118.203834,3/31/2017,4/1/2016,,733,1,,1,3.11E+09,50104,CA,,0.11,90262
13100 STUDERBAKER ROAD,  ,NORWALK,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,COAST PLAZA HOSPITAL,33.912428,"13100 STUDERBAKER ROADNORWALK, CA",-118.099156,3/31/2017,4/1/2016,,264,1,,1,3.10E+09,50771,CA,,0.14,90650
4929 VAN NUYS BLVD,  ,SHERMAN OAKS,LOS ANGELES,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,SHERMAN OAKS HOSPITAL,34.15981,"4929 VAN NUYS BLVDSHERMAN OAKS, CA",-118.448705,3/31/2017,4/1/2016,,466,1,,1,8.19E+09,50755,CA,,0.17,91403
3033 W ORANGE AVENUE,  ,ANAHEIM,ORANGE,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,WEST ANAHEIM MEDICAL CENTER,33.824735,"3033 W ORANGE AVENUEANAHEIM, CA",-117.995115,3/31/2017,4/1/2016,,424,1,,1,7.15E+09,50426,CA,,0.18,92804
17772 BEACH BLVD,  ,HUNTINGTON BEACH,ORANGE,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,HUNTINGTON BEACH HOSPITAL,33.703889,"17772 BEACH BLVDHUNTINGTON BEACH, CA",-117.989065,3/31/2017,4/1/2016,,280,1,,1,7.15E+09,50526,CA,,0.15,92647
14662 NEWPORT AVE,  ,TUSTIN,ORANGE,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,FOOTHILL REGIONAL MEDICAL CENTER,33.730907,"14662 NEWPORT AVETUSTIN, CA",-117.829351,3/31/2017,4/1/2016,,194,1,,1,7.15E+09,50780,CA,,0.15,92780
869 NORTH CHERRY AVENUE,  ,TULARE,TULARE,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,TULARE REGIONAL MEDICAL CENTER,36.220254,"869 NORTH CHERRY AVENUETULARE, CA",-119.337669,3/31/2017,4/1/2016,,298,1,,1,5.60E+09,50359,CA,,0.13,93274
726 4TH ST,  ,MARYSVILLE,YUBA,Discharge information - star rating,,,H_COMP_6_STAR_RATING,Discharge information,RIDEOUT MEMORIAL HOSPITAL,39.138832,"726 4TH STMARYSVILLE, CA",-121.593622,3/31/2017,4/1/2016,,330,1,,1,5.31E+09,50133,CA,,0.19,95901
2767 OLIVE HIGHWAY,  ,OROVILLE,BUTTE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,OROVILLE HOSPITAL,39.504535,"2767 OLIVE HIGHWAYOROVILLE, CA",-121.542106,3/31/2017,4/1/2016,,499,1,,1,5.31E+09,50030,CA,,0.26,95966
800 E WASHINGTON BLVD,  ,CRESCENT CITY,DEL NORTE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SUTTER COAST HOSPITAL,41.772698,"800 E WASHINGTON BLVDCRESCENT CITY, CA",-124.194144,3/31/2017,4/1/2016,,303,1,,1,7.07E+09,50417,CA,,0.19,95531
207 WEST LEGION ROAD,  ,BRAWLEY,IMPERIAL,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,PIONEERS MEMORIAL HEALTHCARE DISTRICT,32.959947,"207 WEST LEGION ROADBRAWLEY, CA",-115.552723,3/31/2017,4/1/2016,,564,1,,1,7.60E+09,50342,CA,,0.12,92227
901 OLIVE DRIVE,  ,BAKERSFIELD,KERN,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,GOOD SAMARITAN HOSPITAL,35.412258,"901 OLIVE DRIVEBAKERSFIELD, CA",-119.039498,3/31/2017,4/1/2016,,235,1,,1,6.61E+09,50257,CA,,0.18,93308
1145 W REDONDO BEACH BLVD,  ,GARDENA,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MEMORIAL HOSPITAL OF GARDENA,33.892375,"1145 W REDONDO BEACH BLVDGARDENA, CA",-118.295106,3/31/2017,4/1/2016,,478,1,,1,3.11E+09,50468,CA,,0.17,90247
2623 E SLAUSON AVE,  ,HUNTINGTON PARK,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,COMMUNITY HOSPITAL OF HUNTINGTON PARK,33.989182,"2623 E SLAUSON AVEHUNTINGTON PARK, CA",-118.22419,3/31/2017,4/1/2016,,368,1,,1,3.24E+09,50091,CA,,0.17,90255
555 EAST HARDY STREET,  ,INGLEWOOD,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,CENTINELA HOSPITAL MEDICAL CENTER,33.949085,"555 EAST HARDY STREETINGLEWOOD, CA",-118.347866,3/31/2017,4/1/2016,,420,1,,1,3.11E+09,50739,CA,,0.19,90301
1600 W AVE J,  ,LANCASTER,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ANTELOPE VALLEY HOSPITAL,34.689371,"1600 W AVE JLANCASTER, CA",-118.158476,3/31/2017,4/1/2016,,419,1,,1,6.62E+09,50056,CA,,0.16,93534
1720 TERMINO AVENUE,  ,LONG BEACH,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,COMMUNITY HOSPITAL OF LONG BEACH,33.788231,"1720 TERMINO AVENUELONG BEACH, CA",-118.145886,3/31/2017,4/1/2016,,278,1,,1,5.62E+09,50727,CA,,0.18,90804
1401 SOUTH GRAND AVENUE,  ,LOS ANGELES,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,CALIFORNIA HOSPITAL MEDICAL CENTER LA,34.037212,"1401 SOUTH GRAND AVENUELOS ANGELES, CA",-118.265363,3/31/2017,4/1/2016,,1263,1,,1,2137482411,50149,CA,,0.1,90015
4060 WHITTIER BLVD,  ,LOS ANGELES,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,EAST LOS ANGELES DOCTORS HOSPITAL,34.02393,"4060 WHITTIER BLVDLOS ANGELES, CA",-118.184285,3/31/2017,4/1/2016,,367,1,,1,3.23E+09,50641,CA,,0.18,90023
5900 WEST OLYMPIC BOULEVARD,  ,LOS ANGELES,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,OLYMPIA MEDICAL CENTER,34.057527,"5900 WEST OLYMPIC BOULEVARDLOS ANGELES, CA",-118.359857,3/31/2017,4/1/2016,,480,1,,1,3.11E+09,50742,CA,,0.18,90036
4081 E OLYMPIC BLVD,  ,LOS ANGELES,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,LOS ANGELES COMMUNITY HOSPITAL,34.018874,"4081 E OLYMPIC BLVDLOS ANGELES, CA",-118.186461,3/31/2017,4/1/2016,,720,1,,1,3.23E+09,50663,CA,,0.13,90023
1300 N VERMONT AVE,  ,LOS ANGELES,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,34.096116,"1300 N VERMONT AVELOS ANGELES, CA",-118.291753,3/31/2017,4/1/2016,,995,1,,1,2134133000,50063,CA,,0.11,90027
3630 EAST IMPERIAL HIGHWAY,  ,LYNWOOD,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SAINT FRANCIS MEDICAL CENTER,33.931016,"3630 EAST IMPERIAL HIGHWAYLYNWOOD, CA",-118.203834,3/31/2017,4/1/2016,,733,1,,1,3.11E+09,50104,CA,,0.11,90262
13100 STUDERBAKER ROAD,  ,NORWALK,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,COAST PLAZA HOSPITAL,33.912428,"13100 STUDERBAKER ROADNORWALK, CA",-118.099156,3/31/2017,4/1/2016,,264,1,,1,3.10E+09,50771,CA,,0.14,90650
4929 VAN NUYS BLVD,  ,SHERMAN OAKS,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SHERMAN OAKS HOSPITAL,34.15981,"4929 VAN NUYS BLVDSHERMAN OAKS, CA",-118.448705,3/31/2017,4/1/2016,,466,1,,1,8.19E+09,50755,CA,,0.17,91403
15107 VANOWEN ST,  ,VAN NUYS,LOS ANGELES,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,VALLEY PRESBYTERIAN HOSPITAL,34.193917,"15107 VANOWEN STVAN NUYS, CA",-118.463271,3/31/2017,4/1/2016,,318,1,,1,8.19E+09,50126,CA,,0.17,91406
1250 E ALMOND AVE,  ,MADERA,MADERA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MADERA COMMUNITY HOSPITAL,36.945427,"1250 E ALMOND AVEMADERA, CA",-120.045467,3/31/2017,4/1/2016,,406,1,,1,5.60E+09,50568,CA,,0.14,93637
333 MERCY AVENUE,  ,MERCED,MERCED,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MERCY MEDICAL CENTER,37.340122,"333 MERCY AVENUEMERCED, CA",-120.465214,3/31/2017,4/1/2016,,1175,1,,1,2095645000,50444,CA,,0.14,95340
3033 W ORANGE AVENUE,  ,ANAHEIM,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,WEST ANAHEIM MEDICAL CENTER,33.824735,"3033 W ORANGE AVENUEANAHEIM, CA",-117.995115,3/31/2017,4/1/2016,,424,1,,1,7.15E+09,50426,CA,,0.18,92804
17100 EUCLID STREET,  ,FOUNTAIN VALLEY,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,33.715435,"17100 EUCLID STREETFOUNTAIN VALLEY, CA",-117.937012,3/31/2017,4/1/2016,,982,1,,1,7.15E+09,50570,CA,,0.23,92708
17772 BEACH BLVD,  ,HUNTINGTON BEACH,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,HUNTINGTON BEACH HOSPITAL,33.703889,"17772 BEACH BLVDHUNTINGTON BEACH, CA",-117.989065,3/31/2017,4/1/2016,,280,1,,1,7.15E+09,50526,CA,,0.15,92647
2701 S BRISTOL ST,  ,SANTA ANA,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SOUTH COAST GLOBAL MEDICAL CENTER,33.710682,"2701 S BRISTOL STSANTA ANA, CA",-117.88541,3/31/2017,4/1/2016,,644,1,,1,7.15E+09,50747,CA,,0.29,92704
1001 NORTH TUSTIN AVENUE,  ,SANTA ANA,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,ORANGE COUNTY GLOBAL MEDICAL CENTER,33.753636,"1001 NORTH TUSTIN AVENUESANTA ANA, CA",-117.834209,3/31/2017,4/1/2016,,951,1,,1,7.15E+09,50746,CA,,0.26,92705
14662 NEWPORT AVE,  ,TUSTIN,ORANGE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,FOOTHILL REGIONAL MEDICAL CENTER,33.730907,"14662 NEWPORT AVETUSTIN, CA",-117.829351,3/31/2017,4/1/2016,,194,1,,1,7.15E+09,50780,CA,,0.15,92780
600 NORTH HIGHLAND SPRINGS AVENUE,  ,BANNING,RIVERSIDE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,SAN GORGONIO MEMORIAL HOSPITAL,,"600 NORTH HIGHLAND SPRINGS AVENUEBANNING, CA",,3/31/2017,4/1/2016,,445,1,,1,9.52E+09,50054,CA,,0.22,92220
1117 EAST DEVONSHIRE,  ,HEMET,RIVERSIDE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,HEMET VALLEY MEDICAL CENTER,33.75122,"1117 EAST DEVONSHIREHEMET, CA",-116.959859,3/31/2017,4/1/2016,,466,1,,1,9.52E+09,50390,CA,,0.16,92543
26520 CACTUS AVENUE,  ,MORENO VALLEY,RIVERSIDE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,33.910054,"26520 CACTUS AVENUEMORENO VALLEY, CA",-117.195824,3/31/2017,4/1/2016,,502,1,,1,9.51E+09,50292,CA,,0.09,92555
3865 JACKSON STREET,  ,RIVERSIDE,RIVERSIDE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,33.925697,"3865 JACKSON STREETRIVERSIDE, CA",-117.440052,3/31/2017,4/1/2016,,1032,1,,1,9.52E+09,50102,CA,,0.17,92503
28400 MCCALL B0ULEVARD,  ,SUN CITY,RIVERSIDE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,MENIFEE VALLEY MEDICAL CENTER,,"28400 MCCALL B0ULEVARDSUN CITY, CA",,3/31/2017,4/1/2016,,295,1,,1,9.52E+09,50684,CA,,0.18,92585
6601 WHITE FEATHER ROAD,  ,JOSHUA TREE,SAN BERNARDINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,HI-DESERT MEDICAL CENTER,34.132676,"6601 WHITE FEATHER ROADJOSHUA TREE, CA",-116.276709,3/31/2017,4/1/2016,,425,1,,1,7.60E+09,50279,CA,,0.28,92252
16850 BEAR VALLEY RD,  ,VICTORVILLE,SAN BERNARDINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,DESERT VALLEY HOSPITAL,34.470911,"16850 BEAR VALLEY RDVICTORVILLE, CA",-117.297099,3/31/2017,4/1/2016,,455,1,,1,7.60E+09,50709,CA,,0.25,92395
15248 11TH ST,  ,VICTORVILLE,SAN BERNARDINO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,VICTOR VALLEY GLOBAL MEDICAL CENTER,34.52897,"15248 11TH STVICTORVILLE, CA",-117.292518,3/31/2017,4/1/2016,,707,1,,1,7.60E+09,50517,CA,,0.15,92392
2400 EAST 4TH ST,  ,NATIONAL CITY,SAN DIEGO,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,PARADISE VALLEY HOSPITAL,32.686336,"2400 EAST 4TH STNATIONAL CITY, CA",-117.083243,3/31/2017,4/1/2016,,454,1,,1,6.19E+09,50024,CA,,0.13,91950
1515 E OCEAN AVENUE,  ,LOMPOC,SANTA BARBARA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,LOMPOC VALLEY MEDICAL CENTER,34.640639,"1515 E OCEAN AVENUELOMPOC, CA",-120.439899,3/31/2017,4/1/2016,,403,1,,1,8.06E+09,50110,CA,,0.22,93436
225 N JACKSON AVENUE,  ,SAN JOSE,SANTA CLARA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,REGIONAL MEDICAL CENTER OF SAN JOSE,37.363787,"225 N JACKSON AVENUESAN JOSE, CA",-121.848823,3/31/2017,4/1/2016,,1683,1,,1,4.08E+09,50125,CA,,0.18,95116
1375 UNIVERSITY AVENUE,  ,HEALDSBURG,SONOMA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,HEALDSBURG DISTRICT HOSPITAL,38.626583,"1375 UNIVERSITY AVENUEHEALDSBURG, CA",-122.863741,3/31/2017,4/1/2016,,102,1,,1,7.07E+09,51321,CA,,0.25,95448
350 S OAK AVE,  ,OAKDALE,STANISLAUS,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,OAK VALLEY HOSPITAL DISTRICT,37.758098,"350 S OAK AVEOAKDALE, CA",-120.860363,3/31/2017,4/1/2016,,167,1,,1,2098473011,50067,CA,,0.24,95361
825 DELBON AVE,  ,TURLOCK,STANISLAUS,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,EMANUEL MEDICAL CENTER,37.510487,"825 DELBON AVETURLOCK, CA",-120.837491,3/31/2017,4/1/2016,,1027,1,,1,2096674200,50179,CA,,0.29,95382
869 NORTH CHERRY AVENUE,  ,TULARE,TULARE,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,TULARE REGIONAL MEDICAL CENTER,36.220254,"869 NORTH CHERRY AVENUETULARE, CA",-119.337669,3/31/2017,4/1/2016,,298,1,,1,5.60E+09,50359,CA,,0.13,93274
726 4TH ST,  ,MARYSVILLE,YUBA,Doctor communication - star rating,,,H_COMP_2_STAR_RATING,Doctor communication ,RIDEOUT MEMORIAL HOSPITAL,39.138832,"726 4TH STMARYSVILLE, CA",-121.593622,3/31/2017,4/1/2016,,330,1,,1,5.31E+09,50133,CA,,0.19,95901
1145 W REDONDO BEACH BLVD,  ,GARDENA,LOS ANGELES,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,MEMORIAL HOSPITAL OF GARDENA,33.892375,"1145 W REDONDO BEACH BLVDGARDENA, CA",-118.295106,3/31/2017,4/1/2016,,478,1,,1,3.11E+09,50468,CA,,0.17,90247
5900 WEST OLYMPIC BOULEVARD,  ,LOS ANGELES,LOS ANGELES,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,OLYMPIA MEDICAL CENTER,34.057527,"5900 WEST OLYMPIC BOULEVARDLOS ANGELES, CA",-118.359857,3/31/2017,4/1/2016,,480,1,,1,3.11E+09,50742,CA,,0.18,90036
4081 E OLYMPIC BLVD,  ,LOS ANGELES,LOS ANGELES,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,LOS ANGELES COMMUNITY HOSPITAL,34.018874,"4081 E OLYMPIC BLVDLOS ANGELES, CA",-118.186461,3/31/2017,4/1/2016,,720,1,,1,3.23E+09,50663,CA,,0.13,90023
1300 N VERMONT AVE,  ,LOS ANGELES,LOS ANGELES,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,34.096116,"1300 N VERMONT AVELOS ANGELES, CA",-118.291753,3/31/2017,4/1/2016,,995,1,,1,2134133000,50063,CA,,0.11,90027
13100 STUDERBAKER ROAD,  ,NORWALK,LOS ANGELES,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,COAST PLAZA HOSPITAL,33.912428,"13100 STUDERBAKER ROADNORWALK, CA",-118.099156,3/31/2017,4/1/2016,,264,1,,1,3.10E+09,50771,CA,,0.14,90650
4929 VAN NUYS BLVD,  ,SHERMAN OAKS,LOS ANGELES,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,SHERMAN OAKS HOSPITAL,34.15981,"4929 VAN NUYS BLVDSHERMAN OAKS, CA",-118.448705,3/31/2017,4/1/2016,,466,1,,1,8.19E+09,50755,CA,,0.17,91403
3033 W ORANGE AVENUE,  ,ANAHEIM,ORANGE,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,WEST ANAHEIM MEDICAL CENTER,33.824735,"3033 W ORANGE AVENUEANAHEIM, CA",-117.995115,3/31/2017,4/1/2016,,424,1,,1,7.15E+09,50426,CA,,0.18,92804
17772 BEACH BLVD,  ,HUNTINGTON BEACH,ORANGE,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,HUNTINGTON BEACH HOSPITAL,33.703889,"17772 BEACH BLVDHUNTINGTON BEACH, CA",-117.989065,3/31/2017,4/1/2016,,280,1,,1,7.15E+09,50526,CA,,0.15,92647
2701 S BRISTOL ST,  ,SANTA ANA,ORANGE,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,SOUTH COAST GLOBAL MEDICAL CENTER,33.710682,"2701 S BRISTOL STSANTA ANA, CA",-117.88541,3/31/2017,4/1/2016,,644,1,,1,7.15E+09,50747,CA,,0.29,92704
14662 NEWPORT AVE,  ,TUSTIN,ORANGE,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,FOOTHILL REGIONAL MEDICAL CENTER,33.730907,"14662 NEWPORT AVETUSTIN, CA",-117.829351,3/31/2017,4/1/2016,,194,1,,1,7.15E+09,50780,CA,,0.15,92780
26520 CACTUS AVENUE,  ,MORENO VALLEY,RIVERSIDE,Nurse communication - star rating,,,H_COMP_1_STAR_RATING,Nurse communication ,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,33.910054,"26520 CACTUS AVENUEMORENO VALLEY, CA",-117.195824,3/31/2017,4/1/2016,,502,1,,1,9.51E+09,50292,CA,,0.09,92555
